TransactionID,Timestamp,StoreName,BranchName,BranchID,TotalBranches,CustomerID,Category,Product,Quantity,UnitPrice,TotalAmount,Discount,FinalAmount,LoyaltyPoints,PaymentType
TXN021749,09-07-2024 17:42,SmartRetail,Indiranagar,1,5,1080892,Beverages,Red Bull (250ml),1,125,125,16.17,108.83,1,Wallet
TXN021750,19-07-2024 10:04,SmartRetail,Koramangala,4,5,1023768,Groceries,Sugar (1kg),4,45,180,14.19,165.81,1,Card
TXN021751,16-08-2024 10:59,SmartRetail,Jayanagar,3,5,1036150,Groceries,Wheat Flour (5kg),4,250,1000,69.08,930.92,9,Wallet
TXN021752,12-04-2025 09:39,SmartRetail,Whitefield,2,5,1035107,Personal Care,Soap (125g),5,40,200,27.26,172.74,1,UPI
TXN021753,15-10-2024 19:46,SmartRetail,Koramangala,4,5,1095761,Personal Care,Facewash (100ml),3,160,480,62.53,417.47,4,UPI
TXN021754,07-07-2024 10:34,SmartRetail,Indiranagar,1,5,1078939,Dairy,Milk (1L),4,55,220,32.94,187.06,1,UPI
TXN021755,29-07-2024 12:25,SmartRetail,Whitefield,2,5,1072669,Personal Care,Toothpaste (150g),4,90,360,3.87,356.13,3,Card
TXN021756,27-05-2024 20:00,SmartRetail,Koramangala,4,5,1019036,Groceries,Wheat Flour (5kg),4,250,1000,34.59,965.41,9,Card
TXN021757,30-07-2024 08:40,SmartRetail,Indiranagar,1,5,1074813,Dairy,Paneer (200g),4,85,340,7.64,332.36,3,UPI
TXN021758,14-01-2025 17:25,SmartRetail,Yelahanka,5,5,1008454,Beverages,Bisleri Water (1L),4,20,80,3.87,76.13,0,Cash
TXN021759,06-12-2024 13:21,SmartRetail,Koramangala,4,5,1017934,Snacks,Kurkure,4,15,60,7.06,52.94,0,UPI
TXN021760,08-02-2025 12:50,SmartRetail,Koramangala,4,5,1019987,Beverages,Real Juice (1L),1,110,110,16.29,93.71,0,Card
TXN021761,02-01-2025 11:58,SmartRetail,Koramangala,4,5,1021380,Dairy,Milk (1L),5,55,275,13.79,261.21,2,Cash
TXN021762,18-02-2025 16:24,SmartRetail,Koramangala,4,5,1086701,Groceries,Pulses (1kg),5,90,450,28.4,421.6,4,Card
TXN021763,08-12-2024 17:11,SmartRetail,Yelahanka,5,5,1095474,Groceries,Cooking Oil (1L),5,130,650,68.62,581.38,5,Cash
TXN021764,12-08-2024 16:23,SmartRetail,Whitefield,2,5,1029150,Personal Care,Soap (125g),5,40,200,11.87,188.13,1,Wallet
TXN021765,18-05-2025 16:05,SmartRetail,Whitefield,2,5,1098849,Beverages,Real Juice (1L),5,110,550,75.94,474.06,4,UPI
TXN021766,24-02-2025 11:42,SmartRetail,Whitefield,2,5,1061431,Snacks,Dry Fruits (250g),3,220,660,95.5,564.5,5,UPI
TXN021767,28-12-2024 12:25,SmartRetail,Koramangala,4,5,1050011,Beverages,Red Bull (250ml),2,125,250,2.72,247.28,2,UPI
TXN021768,27-02-2025 08:24,SmartRetail,Koramangala,4,5,1083658,Dairy,Curd (500g),3,35,105,2.61,102.39,1,UPI
TXN021769,30-01-2025 17:22,SmartRetail,Jayanagar,3,5,1074312,Beverages,Pepsi (2L),4,80,320,25.37,294.63,2,Card
TXN021770,26-10-2024 14:03,SmartRetail,Koramangala,4,5,1007846,Personal Care,Shampoo (250ml),2,180,360,39.87,320.13,3,Wallet
TXN021771,22-07-2024 16:46,SmartRetail,Whitefield,2,5,1018665,Beverages,Coca Cola (2L),1,85,85,4.34,80.66,0,Card
TXN021772,18-01-2025 13:48,SmartRetail,Jayanagar,3,5,1020458,Dairy,Butter (100g),2,55,110,10.89,99.11,0,Wallet
TXN021773,11-12-2024 18:51,SmartRetail,Jayanagar,3,5,1008194,Beverages,Coca Cola (2L),3,85,255,9.01,245.99,2,Wallet
TXN021774,24-05-2025 18:07,SmartRetail,Indiranagar,1,5,1001897,Dairy,Curd (500g),2,35,70,3.66,66.34,0,UPI
TXN021775,18-06-2024 11:40,SmartRetail,Jayanagar,3,5,1073325,Dairy,Cheese (200g),5,120,600,39.03,560.97,5,Card
TXN021776,08-11-2024 20:10,SmartRetail,Koramangala,4,5,1061758,Groceries,Pulses (1kg),4,90,360,26.74,333.26,3,UPI
TXN021777,08-10-2024 18:42,SmartRetail,Yelahanka,5,5,1057764,Personal Care,Shampoo (250ml),4,180,720,44.41,675.59,6,Card
TXN021778,25-04-2025 08:08,SmartRetail,Whitefield,2,5,1073936,Groceries,Cooking Oil (1L),4,130,520,44.53,475.47,4,Wallet
TXN021779,23-11-2024 15:48,SmartRetail,Jayanagar,3,5,1082910,Snacks,Biscuits,3,30,90,12.75,77.25,0,UPI
TXN021780,01-05-2025 20:49,SmartRetail,Jayanagar,3,5,1041251,Groceries,Pulses (1kg),5,90,450,2.12,447.88,4,Card
TXN021781,22-08-2024 09:02,SmartRetail,Indiranagar,1,5,1051140,Personal Care,Facewash (100ml),4,160,640,45.22,594.78,5,UPI
TXN021782,13-06-2024 14:54,SmartRetail,Whitefield,2,5,1006174,Personal Care,Shampoo (250ml),2,180,360,1.75,358.25,3,UPI
TXN021783,03-07-2024 16:00,SmartRetail,Jayanagar,3,5,1005405,Personal Care,Shampoo (250ml),2,180,360,13.4,346.6,3,Cash
TXN021784,02-10-2024 10:43,SmartRetail,Indiranagar,1,5,1033452,Snacks,Lays Chips,2,20,40,0.81,39.19,0,Card
TXN021785,11-11-2024 18:13,SmartRetail,Jayanagar,3,5,1091234,Groceries,Pulses (1kg),4,90,360,39.5,320.5,3,Cash
TXN021786,29-07-2024 13:29,SmartRetail,Koramangala,4,5,1019670,Personal Care,Shampoo (250ml),3,180,540,22.69,517.31,5,Cash
TXN021787,29-12-2024 20:17,SmartRetail,Yelahanka,5,5,1083927,Snacks,Chocolate,2,40,80,1.07,78.93,0,Card
TXN021788,23-09-2024 09:53,SmartRetail,Yelahanka,5,5,1071636,Snacks,Kurkure,5,15,75,10.07,64.93,0,Wallet
TXN021789,05-04-2025 10:55,SmartRetail,Yelahanka,5,5,1071966,Personal Care,Soap (125g),4,40,160,4.79,155.21,1,Wallet
TXN021790,11-05-2025 21:29,SmartRetail,Jayanagar,3,5,1040131,Beverages,Pepsi (2L),1,80,80,8.26,71.74,0,Cash
TXN021791,27-04-2025 08:56,SmartRetail,Koramangala,4,5,1045524,Beverages,Coca Cola (2L),2,85,170,1.62,168.38,1,Wallet
TXN021792,22-09-2024 19:39,SmartRetail,Jayanagar,3,5,1013114,Beverages,Red Bull (250ml),5,125,625,21.02,603.98,6,Cash
TXN021793,08-09-2024 14:19,SmartRetail,Yelahanka,5,5,1023808,Groceries,Rice (5kg),3,280,840,103.19,736.81,7,Wallet
TXN021794,05-02-2025 19:53,SmartRetail,Koramangala,4,5,1089307,Dairy,Milk (1L),5,55,275,7.57,267.43,2,Cash
TXN021795,04-01-2025 15:55,SmartRetail,Whitefield,2,5,1048759,Personal Care,Facewash (100ml),4,160,640,28.11,611.89,6,Cash
TXN021796,11-12-2024 14:35,SmartRetail,Yelahanka,5,5,1042113,Dairy,Paneer (200g),1,85,85,11.89,73.11,0,UPI
TXN021797,29-06-2024 18:04,SmartRetail,Koramangala,4,5,1074584,Personal Care,Soap (125g),3,40,120,13.53,106.47,1,Cash
TXN021798,05-07-2024 09:18,SmartRetail,Koramangala,4,5,1044648,Beverages,Real Juice (1L),1,110,110,10.73,99.27,0,Wallet
TXN021799,18-12-2024 18:48,SmartRetail,Yelahanka,5,5,1014376,Groceries,Cooking Oil (1L),2,130,260,37.73,222.27,2,Card
TXN021800,08-01-2025 13:32,SmartRetail,Koramangala,4,5,1028742,Snacks,Chocolate,2,40,80,9.26,70.74,0,Card
TXN021801,20-02-2025 21:40,SmartRetail,Indiranagar,1,5,1011564,Groceries,Rice (5kg),2,280,560,20.96,539.04,5,UPI
TXN021802,13-05-2025 14:43,SmartRetail,Yelahanka,5,5,1013653,Dairy,Paneer (200g),3,85,255,27.78,227.22,2,UPI
TXN021803,09-04-2025 18:57,SmartRetail,Whitefield,2,5,1096669,Snacks,Dry Fruits (250g),5,220,1100,10.24,1089.76,10,Wallet
TXN021804,25-03-2025 09:59,SmartRetail,Koramangala,4,5,1059021,Snacks,Kurkure,5,15,75,4.01,70.99,0,Wallet
TXN021805,25-04-2025 17:55,SmartRetail,Indiranagar,1,5,1065590,Beverages,Red Bull (250ml),1,125,125,13.03,111.97,1,Cash
TXN021806,29-11-2024 08:25,SmartRetail,Indiranagar,1,5,1035333,Groceries,Pulses (1kg),3,90,270,15.4,254.6,2,Cash
TXN021807,27-03-2025 21:28,SmartRetail,Koramangala,4,5,1015898,Groceries,Cooking Oil (1L),1,130,130,13.3,116.7,1,Card
TXN021808,22-03-2025 16:21,SmartRetail,Jayanagar,3,5,1081802,Groceries,Pulses (1kg),1,90,90,8.25,81.75,0,Card
TXN021809,22-05-2025 16:42,SmartRetail,Indiranagar,1,5,1054609,Snacks,Lays Chips,4,20,80,5.69,74.31,0,Card
TXN021810,10-08-2024 20:03,SmartRetail,Indiranagar,1,5,1089261,Personal Care,Shampoo (250ml),5,180,900,82.3,817.7,8,Card
TXN021811,14-07-2024 08:37,SmartRetail,Koramangala,4,5,1030454,Personal Care,Facewash (100ml),1,160,160,9.28,150.72,1,Cash
TXN021812,26-08-2024 12:26,SmartRetail,Whitefield,2,5,1004715,Beverages,Red Bull (250ml),2,125,250,22.87,227.13,2,Card
TXN021813,05-04-2025 15:02,SmartRetail,Yelahanka,5,5,1099570,Dairy,Paneer (200g),4,85,340,15.58,324.42,3,Card
TXN021814,27-08-2024 10:34,SmartRetail,Koramangala,4,5,1034811,Snacks,Biscuits,2,30,60,4.29,55.71,0,Card
TXN021815,02-01-2025 19:34,SmartRetail,Jayanagar,3,5,1050100,Beverages,Coca Cola (2L),4,85,340,8.05,331.95,3,Card
TXN021816,13-03-2025 19:51,SmartRetail,Indiranagar,1,5,1001816,Personal Care,Toothpaste (150g),3,90,270,29.49,240.51,2,Card
TXN021817,19-11-2024 13:10,SmartRetail,Jayanagar,3,5,1072075,Personal Care,Soap (125g),2,40,80,5.65,74.35,0,Card
TXN021818,22-05-2025 08:43,SmartRetail,Koramangala,4,5,1019033,Dairy,Butter (100g),5,55,275,38.81,236.19,2,UPI
TXN021819,15-06-2024 09:31,SmartRetail,Whitefield,2,5,1016167,Dairy,Paneer (200g),1,85,85,11.42,73.58,0,Cash
TXN021820,06-09-2024 10:12,SmartRetail,Yelahanka,5,5,1069368,Dairy,Cheese (200g),2,120,240,2.65,237.35,2,Wallet
TXN021821,01-02-2025 17:45,SmartRetail,Yelahanka,5,5,1090922,Groceries,Salt (1kg),3,20,60,1.62,58.38,0,Cash
TXN021822,21-04-2025 18:37,SmartRetail,Jayanagar,3,5,1056458,Beverages,Pepsi (2L),5,80,400,12.61,387.39,3,Cash
TXN021823,14-12-2024 11:48,SmartRetail,Yelahanka,5,5,1028075,Beverages,Pepsi (2L),3,80,240,20.55,219.45,2,Cash
TXN021824,24-09-2024 09:42,SmartRetail,Whitefield,2,5,1003923,Groceries,Pulses (1kg),4,90,360,45.05,314.95,3,UPI
TXN021825,29-11-2024 09:03,SmartRetail,Indiranagar,1,5,1015257,Dairy,Cheese (200g),4,120,480,61.38,418.62,4,Cash
TXN021826,10-08-2024 08:17,SmartRetail,Whitefield,2,5,1000580,Personal Care,Soap (125g),2,40,80,3.13,76.87,0,Cash
TXN021827,31-03-2025 19:57,SmartRetail,Yelahanka,5,5,1059204,Personal Care,Facewash (100ml),4,160,640,65.23,574.77,5,Wallet
TXN021828,14-08-2024 21:23,SmartRetail,Indiranagar,1,5,1041508,Personal Care,Facewash (100ml),3,160,480,59.74,420.26,4,Card
TXN021829,27-05-2024 08:21,SmartRetail,Whitefield,2,5,1009036,Snacks,Dry Fruits (250g),2,220,440,38.49,401.51,4,Wallet
TXN021830,11-11-2024 09:09,SmartRetail,Indiranagar,1,5,1001254,Beverages,Bisleri Water (1L),1,20,20,0.05,19.95,0,Cash
TXN021831,26-05-2024 14:35,SmartRetail,Yelahanka,5,5,1060505,Beverages,Pepsi (2L),5,80,400,23.33,376.67,3,Wallet
TXN021832,30-12-2024 19:20,SmartRetail,Yelahanka,5,5,1030931,Groceries,Pulses (1kg),3,90,270,31.95,238.05,2,Cash
TXN021833,12-10-2024 17:44,SmartRetail,Yelahanka,5,5,1009548,Personal Care,Shampoo (250ml),2,180,360,1.11,358.89,3,Wallet
TXN021834,03-02-2025 17:01,SmartRetail,Whitefield,2,5,1032769,Dairy,Cheese (200g),4,120,480,45.98,434.02,4,Wallet
TXN021835,05-07-2024 10:17,SmartRetail,Whitefield,2,5,1025231,Dairy,Cheese (200g),4,120,480,57.18,422.82,4,Wallet
TXN021836,18-02-2025 09:00,SmartRetail,Indiranagar,1,5,1001300,Personal Care,Shampoo (250ml),2,180,360,50.3,309.7,3,Cash
TXN021837,25-02-2025 12:56,SmartRetail,Yelahanka,5,5,1049156,Dairy,Curd (500g),1,35,35,0.42,34.58,0,Wallet
TXN021838,11-03-2025 10:45,SmartRetail,Indiranagar,1,5,1087918,Personal Care,Facewash (100ml),5,160,800,68.63,731.37,7,UPI
TXN021839,09-10-2024 10:53,SmartRetail,Indiranagar,1,5,1071297,Beverages,Bisleri Water (1L),1,20,20,1.42,18.58,0,UPI
TXN021840,01-12-2024 11:55,SmartRetail,Jayanagar,3,5,1081170,Beverages,Red Bull (250ml),1,125,125,12.01,112.99,1,Wallet
TXN021841,20-04-2025 10:59,SmartRetail,Koramangala,4,5,1008315,Dairy,Paneer (200g),4,85,340,4.65,335.35,3,Card
TXN021842,19-12-2024 14:19,SmartRetail,Indiranagar,1,5,1084307,Dairy,Butter (100g),3,55,165,13.72,151.28,1,UPI
TXN021843,27-12-2024 08:02,SmartRetail,Indiranagar,1,5,1070561,Personal Care,Shampoo (250ml),1,180,180,8.24,171.76,1,Wallet
TXN021844,05-05-2025 19:43,SmartRetail,Indiranagar,1,5,1007526,Dairy,Milk (1L),3,55,165,22.3,142.7,1,Wallet
TXN021845,27-09-2024 18:54,SmartRetail,Koramangala,4,5,1046347,Dairy,Curd (500g),4,35,140,14.35,125.65,1,Cash
TXN021846,16-08-2024 14:19,SmartRetail,Whitefield,2,5,1066960,Dairy,Curd (500g),4,35,140,8.39,131.61,1,Wallet
TXN021847,11-12-2024 15:34,SmartRetail,Koramangala,4,5,1063297,Personal Care,Soap (125g),2,40,80,2.09,77.91,0,Card
TXN021848,20-06-2024 21:42,SmartRetail,Whitefield,2,5,1044478,Personal Care,Shampoo (250ml),2,180,360,38.23,321.77,3,Card
TXN021849,31-03-2025 10:44,SmartRetail,Whitefield,2,5,1050092,Dairy,Milk (1L),5,55,275,11.02,263.98,2,Wallet
TXN021850,12-02-2025 11:28,SmartRetail,Jayanagar,3,5,1042592,Personal Care,Shampoo (250ml),2,180,360,0.1,359.9,3,Wallet
TXN021851,03-07-2024 09:05,SmartRetail,Indiranagar,1,5,1054815,Beverages,Pepsi (2L),5,80,400,54.71,345.29,3,Card
TXN021852,20-06-2024 09:06,SmartRetail,Indiranagar,1,5,1098643,Personal Care,Soap (125g),1,40,40,0.07,39.93,0,Card
TXN021853,30-12-2024 12:17,SmartRetail,Jayanagar,3,5,1029878,Snacks,Biscuits,1,30,30,2.96,27.04,0,Cash
TXN021854,25-04-2025 15:31,SmartRetail,Jayanagar,3,5,1032687,Beverages,Pepsi (2L),4,80,320,3.2,316.8,3,Wallet
TXN021855,04-06-2024 20:38,SmartRetail,Jayanagar,3,5,1004436,Beverages,Coca Cola (2L),4,85,340,37.76,302.24,3,Cash
TXN021856,03-01-2025 12:53,SmartRetail,Jayanagar,3,5,1001451,Beverages,Bisleri Water (1L),4,20,80,1.34,78.66,0,UPI
TXN021857,03-02-2025 18:29,SmartRetail,Indiranagar,1,5,1073097,Groceries,Salt (1kg),1,20,20,0.99,19.01,0,Wallet
TXN021858,09-11-2024 20:23,SmartRetail,Whitefield,2,5,1000516,Snacks,Dry Fruits (250g),2,220,440,10.68,429.32,4,Wallet
TXN021859,10-04-2025 21:10,SmartRetail,Koramangala,4,5,1010298,Beverages,Red Bull (250ml),3,125,375,22.79,352.21,3,Cash
TXN021860,24-11-2024 08:31,SmartRetail,Whitefield,2,5,1001213,Beverages,Bisleri Water (1L),3,20,60,1.22,58.78,0,Cash
TXN021861,29-08-2024 08:44,SmartRetail,Yelahanka,5,5,1080042,Beverages,Red Bull (250ml),1,125,125,17.98,107.02,1,Cash
TXN021862,10-02-2025 13:14,SmartRetail,Koramangala,4,5,1092177,Snacks,Biscuits,3,30,90,12.53,77.47,0,Card
TXN021863,04-10-2024 15:33,SmartRetail,Jayanagar,3,5,1050742,Groceries,Salt (1kg),4,20,80,0.31,79.69,0,Wallet
TXN021864,28-08-2024 12:19,SmartRetail,Yelahanka,5,5,1071659,Dairy,Paneer (200g),3,85,255,11.24,243.76,2,Card
TXN021865,25-05-2025 21:49,SmartRetail,Whitefield,2,5,1022667,Personal Care,Soap (125g),1,40,40,0.89,39.11,0,Card
TXN021866,11-06-2024 21:14,SmartRetail,Indiranagar,1,5,1086792,Beverages,Coca Cola (2L),2,85,170,3.08,166.92,1,Card
TXN021867,30-06-2024 20:37,SmartRetail,Koramangala,4,5,1089564,Beverages,Real Juice (1L),1,110,110,13.92,96.08,0,Card
TXN021868,03-07-2024 19:32,SmartRetail,Yelahanka,5,5,1026150,Dairy,Cheese (200g),2,120,240,18.01,221.99,2,Card
TXN021869,04-02-2025 14:17,SmartRetail,Jayanagar,3,5,1054881,Personal Care,Soap (125g),3,40,120,2.68,117.32,1,Card
TXN021870,03-09-2024 19:45,SmartRetail,Whitefield,2,5,1046333,Personal Care,Toothpaste (150g),2,90,180,25.95,154.05,1,UPI
TXN021871,26-10-2024 17:40,SmartRetail,Whitefield,2,5,1076083,Dairy,Milk (1L),1,55,55,5.34,49.66,0,UPI
TXN021872,03-01-2025 18:01,SmartRetail,Koramangala,4,5,1023121,Groceries,Cooking Oil (1L),2,130,260,16.22,243.78,2,UPI
TXN021873,07-02-2025 21:32,SmartRetail,Koramangala,4,5,1091788,Beverages,Real Juice (1L),5,110,550,9.94,540.06,5,Card
TXN021874,14-08-2024 18:55,SmartRetail,Whitefield,2,5,1034477,Personal Care,Soap (125g),4,40,160,5.33,154.67,1,Card
TXN021875,21-03-2025 08:32,SmartRetail,Yelahanka,5,5,1029170,Dairy,Paneer (200g),3,85,255,24.05,230.95,2,Wallet
TXN021876,09-05-2025 18:01,SmartRetail,Jayanagar,3,5,1031726,Beverages,Coca Cola (2L),1,85,85,7.51,77.49,0,UPI
TXN021877,13-09-2024 11:07,SmartRetail,Yelahanka,5,5,1020154,Dairy,Curd (500g),4,35,140,7.9,132.1,1,Card
TXN021878,28-05-2024 11:43,SmartRetail,Indiranagar,1,5,1029886,Snacks,Chocolate,1,40,40,4.04,35.96,0,UPI
TXN021879,14-02-2025 18:33,SmartRetail,Yelahanka,5,5,1032320,Dairy,Milk (1L),4,55,220,22.3,197.7,1,Card
TXN021880,06-12-2024 12:38,SmartRetail,Jayanagar,3,5,1063607,Dairy,Cheese (200g),3,120,360,1.64,358.36,3,Cash
TXN021881,12-01-2025 09:02,SmartRetail,Indiranagar,1,5,1030677,Snacks,Kurkure,3,15,45,2.54,42.46,0,UPI
TXN021882,27-01-2025 18:59,SmartRetail,Jayanagar,3,5,1068948,Personal Care,Soap (125g),2,40,80,4.75,75.25,0,Card
TXN021883,07-06-2024 17:58,SmartRetail,Indiranagar,1,5,1070964,Groceries,Cooking Oil (1L),2,130,260,1.22,258.78,2,UPI
TXN021884,23-10-2024 16:21,SmartRetail,Whitefield,2,5,1082376,Beverages,Red Bull (250ml),5,125,625,5.59,619.41,6,UPI
TXN021885,12-07-2024 17:31,SmartRetail,Yelahanka,5,5,1027581,Beverages,Coca Cola (2L),5,85,425,48.71,376.29,3,Wallet
TXN021886,14-12-2024 14:16,SmartRetail,Yelahanka,5,5,1080631,Personal Care,Facewash (100ml),2,160,320,16.22,303.78,3,UPI
TXN021887,08-05-2025 13:51,SmartRetail,Whitefield,2,5,1031614,Beverages,Red Bull (250ml),4,125,500,71.9,428.1,4,Cash
TXN021888,01-06-2024 10:02,SmartRetail,Yelahanka,5,5,1036099,Beverages,Real Juice (1L),3,110,330,39.26,290.74,2,Wallet
TXN021889,27-05-2024 18:36,SmartRetail,Yelahanka,5,5,1044074,Beverages,Bisleri Water (1L),1,20,20,1.82,18.18,0,Cash
TXN021890,10-08-2024 14:39,SmartRetail,Koramangala,4,5,1053891,Dairy,Curd (500g),4,35,140,19.47,120.53,1,Card
TXN021891,13-11-2024 14:04,SmartRetail,Yelahanka,5,5,1035908,Beverages,Real Juice (1L),3,110,330,16.3,313.7,3,Cash
TXN021892,16-06-2024 21:15,SmartRetail,Koramangala,4,5,1006012,Groceries,Wheat Flour (5kg),3,250,750,38.1,711.9,7,Card
TXN021893,07-05-2025 16:22,SmartRetail,Koramangala,4,5,1018668,Snacks,Biscuits,2,30,60,6.68,53.32,0,Wallet
TXN021894,10-10-2024 17:10,SmartRetail,Yelahanka,5,5,1009231,Dairy,Paneer (200g),3,85,255,21.45,233.55,2,Wallet
TXN021895,30-12-2024 10:23,SmartRetail,Whitefield,2,5,1012949,Personal Care,Facewash (100ml),3,160,480,46,434,4,UPI
TXN021896,17-06-2024 08:32,SmartRetail,Jayanagar,3,5,1074157,Snacks,Biscuits,2,30,60,5.96,54.04,0,Cash
TXN021897,17-11-2024 11:46,SmartRetail,Yelahanka,5,5,1030767,Dairy,Cheese (200g),5,120,600,21.61,578.39,5,Card
TXN021898,09-12-2024 14:59,SmartRetail,Whitefield,2,5,1046003,Dairy,Cheese (200g),2,120,240,17.51,222.49,2,Card
TXN021899,18-09-2024 08:50,SmartRetail,Koramangala,4,5,1029601,Beverages,Coca Cola (2L),5,85,425,1.31,423.69,4,UPI
TXN021900,17-06-2024 16:34,SmartRetail,Jayanagar,3,5,1018449,Snacks,Biscuits,3,30,90,9.34,80.66,0,UPI
TXN021901,29-03-2025 11:59,SmartRetail,Jayanagar,3,5,1015056,Groceries,Rice (5kg),2,280,560,48.08,511.92,5,Card
TXN021902,14-02-2025 20:46,SmartRetail,Koramangala,4,5,1095644,Dairy,Paneer (200g),4,85,340,10.48,329.52,3,UPI
TXN021903,06-05-2025 18:44,SmartRetail,Indiranagar,1,5,1028950,Dairy,Curd (500g),2,35,70,0.46,69.54,0,Card
TXN021904,25-09-2024 15:02,SmartRetail,Koramangala,4,5,1099512,Dairy,Cheese (200g),1,120,120,2.11,117.89,1,UPI
TXN021905,03-01-2025 09:12,SmartRetail,Koramangala,4,5,1029448,Snacks,Dry Fruits (250g),1,220,220,10.67,209.33,2,Cash
TXN021906,30-08-2024 16:03,SmartRetail,Jayanagar,3,5,1089030,Dairy,Curd (500g),4,35,140,1.12,138.88,1,Cash
TXN021907,14-02-2025 20:57,SmartRetail,Koramangala,4,5,1068350,Groceries,Wheat Flour (5kg),2,250,500,42.49,457.51,4,Wallet
TXN021908,25-04-2025 08:17,SmartRetail,Yelahanka,5,5,1019733,Personal Care,Facewash (100ml),1,160,160,3.58,156.42,1,Card
TXN021909,04-11-2024 09:34,SmartRetail,Yelahanka,5,5,1060160,Dairy,Curd (500g),1,35,35,3.27,31.73,0,Wallet
TXN021910,20-10-2024 20:38,SmartRetail,Whitefield,2,5,1022628,Dairy,Paneer (200g),3,85,255,13.86,241.14,2,Wallet
TXN021911,20-04-2025 18:22,SmartRetail,Whitefield,2,5,1051887,Snacks,Lays Chips,4,20,80,2.87,77.13,0,Cash
TXN021912,12-02-2025 21:24,SmartRetail,Yelahanka,5,5,1083083,Beverages,Red Bull (250ml),1,125,125,12.98,112.02,1,UPI
TXN021913,10-09-2024 10:06,SmartRetail,Yelahanka,5,5,1076549,Dairy,Paneer (200g),4,85,340,16.43,323.57,3,UPI
TXN021914,10-03-2025 19:10,SmartRetail,Yelahanka,5,5,1092833,Groceries,Pulses (1kg),1,90,90,11.81,78.19,0,Card
TXN021915,30-11-2024 11:00,SmartRetail,Whitefield,2,5,1027452,Personal Care,Shampoo (250ml),5,180,900,130.61,769.39,7,Card
TXN021916,02-12-2024 20:40,SmartRetail,Indiranagar,1,5,1050427,Groceries,Rice (5kg),1,280,280,21.4,258.6,2,Cash
TXN021917,13-05-2025 12:48,SmartRetail,Yelahanka,5,5,1079378,Personal Care,Toothpaste (150g),3,90,270,21.58,248.42,2,Wallet
TXN021918,24-12-2024 10:59,SmartRetail,Yelahanka,5,5,1063691,Snacks,Kurkure,4,15,60,8.59,51.41,0,Wallet
TXN021919,10-01-2025 15:31,SmartRetail,Jayanagar,3,5,1058132,Dairy,Paneer (200g),5,85,425,27.82,397.18,3,Wallet
TXN021920,20-11-2024 11:58,SmartRetail,Indiranagar,1,5,1000081,Groceries,Cooking Oil (1L),5,130,650,43.84,606.16,6,Card
TXN021921,05-01-2025 16:49,SmartRetail,Indiranagar,1,5,1025480,Snacks,Dry Fruits (250g),5,220,1100,0.05,1099.95,10,Card
TXN021922,28-05-2024 20:24,SmartRetail,Jayanagar,3,5,1020460,Dairy,Curd (500g),4,35,140,6.01,133.99,1,Card
TXN021923,17-07-2024 18:56,SmartRetail,Yelahanka,5,5,1080792,Snacks,Lays Chips,5,20,100,8.73,91.27,0,Cash
TXN021924,01-04-2025 21:59,SmartRetail,Indiranagar,1,5,1020382,Snacks,Dry Fruits (250g),4,220,880,25.44,854.56,8,Cash
TXN021925,16-12-2024 12:18,SmartRetail,Whitefield,2,5,1059169,Beverages,Bisleri Water (1L),5,20,100,6.04,93.96,0,Cash
TXN021926,24-08-2024 17:43,SmartRetail,Whitefield,2,5,1047912,Beverages,Coca Cola (2L),4,85,340,17.68,322.32,3,Card
TXN021927,19-02-2025 19:37,SmartRetail,Whitefield,2,5,1029717,Personal Care,Soap (125g),2,40,80,3.11,76.89,0,Card
TXN021928,09-09-2024 15:14,SmartRetail,Jayanagar,3,5,1037386,Beverages,Pepsi (2L),2,80,160,20.16,139.84,1,Wallet
TXN021929,08-06-2024 08:23,SmartRetail,Whitefield,2,5,1036516,Dairy,Cheese (200g),1,120,120,6.86,113.14,1,Wallet
TXN021930,10-12-2024 19:56,SmartRetail,Jayanagar,3,5,1064685,Personal Care,Soap (125g),4,40,160,6.75,153.25,1,UPI
TXN021931,07-09-2024 15:34,SmartRetail,Jayanagar,3,5,1024159,Snacks,Biscuits,3,30,90,3.05,86.95,0,Cash
TXN021932,21-08-2024 11:19,SmartRetail,Yelahanka,5,5,1002789,Personal Care,Toothpaste (150g),4,90,360,16.97,343.03,3,Wallet
TXN021933,02-02-2025 12:49,SmartRetail,Jayanagar,3,5,1053834,Snacks,Kurkure,5,15,75,6.7,68.3,0,Wallet
TXN021934,28-05-2024 17:16,SmartRetail,Koramangala,4,5,1013749,Snacks,Dry Fruits (250g),2,220,440,22.35,417.65,4,Wallet
TXN021935,08-06-2024 16:01,SmartRetail,Jayanagar,3,5,1031328,Snacks,Biscuits,3,30,90,7.32,82.68,0,UPI
TXN021936,09-07-2024 18:33,SmartRetail,Whitefield,2,5,1039722,Snacks,Kurkure,3,15,45,3.89,41.11,0,Card
TXN021937,26-11-2024 13:14,SmartRetail,Jayanagar,3,5,1088138,Personal Care,Soap (125g),1,40,40,3.5,36.5,0,Cash
TXN021938,15-07-2024 10:44,SmartRetail,Koramangala,4,5,1051621,Dairy,Butter (100g),1,55,55,5.77,49.23,0,Card
TXN021939,18-06-2024 15:32,SmartRetail,Indiranagar,1,5,1004637,Dairy,Cheese (200g),3,120,360,7.79,352.21,3,UPI
TXN021940,02-11-2024 21:50,SmartRetail,Indiranagar,1,5,1009391,Snacks,Dry Fruits (250g),5,220,1100,56.88,1043.12,10,Cash
